,기업명,종목코드,현재주가,상장주식수,PER,PBR,배당수익률 (%),당좌비율 (%),매출액 (억),영업이익 (억),시가총액 (억),PSR,POR,ROE
130,HB테크놀러지,78150,3685.0,78990426.0,9.67,2.3,0.81,157.7,2705.0,381.0,2910.7971981,1.0760802950462107,7.639887659055118,23.784901758014477
131,도이치모터스,67990,6800.0,26263308.0,-109.68,2.62,,41.46,6734.0,20.0,1785.904944,0.26520714939114937,89.29524719999999,-2.388767323121809
132,토비스,51360,7870.0,16717058.0,8.08,0.82,2.03,91.21,4545.0,235.0,1315.6324646,0.2894680890209021,5.598436019574469,10.148514851485148
133,태양씨앤엘,72520,1140.0,42949277.0,-2.92,1.81,,33.43,424.0,52.0,489.6217578,1.1547682966981132,9.415803034615385,-61.986301369863014
134,국일제지,78130,938.0,116391006.0,-312.67,1.97,,64.1,404.0,1.0,1091.74763628,2.7023456343564356,1091.74763628,-0.630057248856622
135,DMS,68790,6800.0,22937487.0,4.23,1.16,0.74,83.75,2488.0,334.0,1559.749116,0.626908808681672,4.669907532934132,27.42316784869976
136,일경산업개발,78940,1370.0,32882766.0,-1.67,1.17,,65.84,85.0,17.0,450.4938942,5.299928167058823,26.499640835294116,-70.05988023952095
137,시너지이노베이션,48870,2600.0,55247373.0,6.62,8.58,,173.79,175.0,11.0,1436.431698,8.208181131428573,130.58469981818183,129.607250755287
138,신성델타테크,65350,5650.0,22088547.0,85.61,1.12,0.88,72.24,3946.0,121.0,1248.0029055,0.3162703764571718,10.314073599173554,1.3082583810302537
139,한국경제TV,39340,4060.0,23000000.0,7.75,1.06,1.97,304.11,753.0,144.0,933.8,1.2401062416998672,6.484722222222222,13.67741935483871
140,다날,64260,5550.0,48962541.0,-426.92,1.84,,150.22,1335.0,52.0,2717.4210255,2.03552136741573,52.25809664423077,-0.430994097254755
141,형지I&C,11080,1230.0,38955668.0,-10.7,0.91,1.22,35.76,1286.0,10.0,479.1547164,0.3725930920684292,47.91547164,-8.504672897196262
142,휘닉스소재,50090,923.0,69138942.0,-15.38,2.05,,19.03,430.0,12.0,638.15243466,1.4840754294418605,53.179369555,-13.328998699609881
143,코엔텍,29960,5000.0,50000000.0,17.01,2.25,0.5,480.13,551.0,155.0,2500.0,4.537205081669692,16.129032258064516,13.227513227513226
144,와이비엠넷,57030,2680.0,16312697.0,-5.59,0.92,5.6,92.89,684.0,35.0,437.1802796,0.6391524555555556,12.490865131428572,-16.45796064400716
145,CS,65770,2295.0,18835150.0,-4.19,2.19,,30.48,485.0,3.0,432.2666925,0.891271530927835,144.0888975,-52.2673031026253
146,아미노로직스,74430,2480.0,87826844.0,-57.67,4.89,,535.22,164.0,8.0,2178.1057312,13.281132507317071,272.2632164,-8.479278654413038
147,한컴지엠디,77280,3575.0,11391808.0,-51.81,0.94,,72.12,150.0,4.0,407.257136,2.7150475733333335,101.814284,-1.8143215595444893
148,테라젠이텍스,66700,14300.0,30355332.0,178.75,5.43,,137.27,1013.0,13.0,4340.812476,4.285106096742349,333.908652,3.0377622377622373
149,디에이피,66900,3030.0,22744503.0,28.32,0.63,,31.78,2478.0,49.0,689.1584409,0.278110750968523,14.064457977551019,2.2245762711864407
0,한양디지텍,78350,3325.0,10000000.0,-48.19,0.75,,77.72,882.0,5.0,332.5,0.376984126984127,66.5,-1.5563394895206475
1,동국알앤에스,75970,2340.0,18400000.0,23.88,0.6,3.42,123.85,945.0,36.0,430.56,0.45561904761904765,11.96,2.512562814070352
2,라이트론,69540,6090.0,7452340.0,66.92,0.99,,159.83,415.0,6.0,453.847506,1.093608448192771,75.641251,1.4793783622235503
3,디비케이,73190,2225.0,11968040.0,-4.78,0.77,,156.64,325.0,51.0,266.28889,0.8193504307692308,5.221350784313725,-16.10878661087866
4,삼진엘앤디,54090,2665.0,24959232.0,-28.66,0.61,1.88,95.54,2566.0,5.0,665.1635328,0.25922195354637567,133.03270656,-2.1284019539427774
5,에스텍파마,41910,18450.0,11776231.0,50.55,2.69,0.27,243.25,434.0,28.0,2172.7146195,5.006254883640553,77.59695069642858,5.321463897131553
6,넥센테크,73070,3235.0,87508375.0,44.32,4.81,0.77,213.15,817.0,52.0,2830.89593125,3.4649888999388008,54.44030637019231,10.852888086642597
7,스포츠서울,39670,1750.0,29472296.0,-60.34,1.77,,166.99,161.0,3.0,515.76518,3.2035104347826087,171.92172666666667,-2.9333775273450446
8,세진티에스,67770,2635.0,8396593.0,-49.72,0.49,,901.46,326.0,7.0,221.25022555,0.6786816734662577,31.60717507857143,-0.9855189058728882
9,한솔인티큐브,70590,2060.0,13879521.0,-5.72,1.08,1.46,100.17,634.0,2.0,285.9181326,0.450974972555205,142.9590663,-18.881118881118883
10,삼원테크,73640,810.0,35627368.0,-2.73,3.27,,24.35,227.0,43.0,288.5816808,1.271284937444934,6.711201879069768,-119.78021978021978
11,에이티테크놀러지,73570,8770.0,8496412.0,-2.37,2.75,,37.57,48.0,50.0,745.1353324,15.523652758333334,14.902706648,-116.03375527426161
12,우주일렉트로,65680,13150.0,9934220.0,9.31,0.64,2.28,217.95,2180.0,190.0,1306.34993,0.5992430871559633,6.875525947368422,6.874328678839957
13,토필드,57880,1915.0,17882859.0,-4.79,1.01,,104.62,190.0,51.0,342.45674985,1.8024039465789474,6.714838232352941,-21.08559498956159
14,아이리버,60570,5870.0,47548592.0,-18.29,4.79,,383.54,523.0,94.0,2791.1023504,5.336715775143404,29.69257819574468,-26.18917441224713
15,아프리카TV,67160,20050.0,11305067.0,20.84,3.65,1.45,192.21,798.0,160.0,2266.6659335,2.8404335006265664,14.166662084375,17.51439539347409
16,투윈글로벌,66410,746.0,61670933.0,-4.75,2.21,,207.68,180.0,45.0,460.06516018,2.555917556555556,10.223670226222223,-46.526315789473685
17,원익QnC,74600,16050.0,26288000.0,9.67,2.84,,79.38,1390.0,180.0,4219.224,3.0354129496402877,23.440133333333335,29.36918304033092
18,로체시스템즈,71280,5410.0,15296603.0,17.8,1.48,0.57,124.71,989.0,46.0,827.5462223,0.8367504775530838,17.990135267391302,8.314606741573034
19,에버다임,41440,9730.0,17915944.0,9.97,1.04,1.13,77.52,3374.0,256.0,1743.2213512,0.5166631153526972,6.809458403125,10.431293881644935
20,에스텍,69510,11350.0,10910000.0,8.39,0.77,4.41,181.83,2905.0,172.0,1238.285,0.42625989672977627,7.199331395348838,9.177592371871276
21,오텍,67170,12250.0,14785790.0,14.1,1.62,0.57,101.06,7097.0,280.0,1811.259275,0.25521477737072,6.468783125,11.489361702127662
22,키이스트,54780,2440.0,77453469.0,-29.05,3.73,,260.48,932.0,3.0,1889.8646436,2.0277517635193134,629.9548811999999,-12.839931153184164
23,중앙백신,72020,17550.0,7320000.0,20.7,2.13,0.28,244.61,379.0,70.0,1284.66,3.389604221635884,18.352285714285717,10.289855072463768
24,휴비츠,65510,13650.0,11881871.0,14.65,2.05,0.73,100.57,669.0,124.0,1621.8753915,2.4243279394618833,13.079640254032258,13.993174061433445
25,우리산업홀딩스,72470,6870.0,18887341.0,15.98,1.03,0.73,73.69,3209.0,237.0,1297.5603267,0.40435036668744156,5.474938087341772,6.4455569461827285
26,디지털대성,68930,3855.0,22394723.0,12.2,1.14,4.15,120.73,835.0,79.0,863.31657165,1.0339120618562874,10.928057868987342,9.344262295081968
27,코스온,69110,12100.0,18120714.0,31.68,3.64,,130.99,831.0,81.0,2192.606394,2.638515516245487,27.06921474074074,11.48989898989899
28,유아이디,69330,3300.0,11887792.0,-8.07,0.81,,118.49,192.0,8.0,392.297136,2.04321425,49.037142,-10.037174721189592
29,티씨케이,64760,78900.0,11675000.0,40.5,8.08,0.63,307.44,894.0,274.0,9211.575,10.303775167785236,33.61888686131387,19.950617283950617
30,아모텍,52710,47200.0,9743406.0,28.15,2.79,,101.18,2960.0,290.0,4598.887632,1.5536782540540541,15.858233213793103,9.911190053285969
31,웰크론,65950,3320.0,25490497.0,-122.96,1.7,,101.8,2515.0,3.0,846.2845004,0.3364948311729622,282.09483346666667,-1.3825634352635003
32,파워로직스,47310,5790.0,34286030.0,27.84,1.27,,93.39,5455.0,127.0,1985.161137,0.36391588212648945,15.631190055118111,4.561781609195402
33,신스타임즈,56000,3400.0,14016600.0,-5.36,2.45,,67.53,300.0,59.0,476.5644,1.5885479999999998,8.077362711864406,-45.7089552238806
34,이라이콤,41520,6790.0,12188730.0,28.77,0.36,11.34,228.37,3060.0,46.0,827.614767,0.27046234215686277,17.991625369565217,1.251303441084463
35,녹원씨아이,65560,8860.0,10579872.0,-5.19,6.18,,611.42,39.0,23.0,937.3766592,24.03529895384615,40.755506921739126,-119.07514450867052
36,홈캐스트,64240,14900.0,32220893.0,38.8,4.17,,272.44,1221.0,177.0,4800.913057,3.9319517256347254,27.123802581920902,10.747422680412372
37,씨씨에스,66790,663.0,80944335.0,-25.5,1.56,,107.92,209.0,13.0,536.66094105,2.5677556988038277,41.28161085,-6.11764705882353
38,웹젠,69080,31750.0,35310884.0,24.8,4.17,,392.31,2200.0,572.0,11211.20567,5.096002577272727,19.60000991258741,16.81451612903226
39,대화제약,67080,27200.0,18224974.0,132.68,7.26,0.37,66.23,1423.0,53.0,4957.192928,3.483621172171469,93.53194203773586,5.471811878203195
40,우수AMS,66590,2515.0,24694303.0,9.79,1.1,1.19,61.69,2418.0,45.0,621.06172045,0.25684934675351534,13.801371565555558,11.235955056179778
41,JW신약,67290,9320.0,40591478.0,-776.67,9.37,0.64,113.95,834.0,67.0,3783.1257496,4.536122001918465,56.464563426865666,-1.2064325904180668
42,하츠,66130,5140.0,12800000.0,16.06,0.84,0.97,451.52,882.0,44.0,657.92,0.7459410430839002,14.952727272727271,5.230386052303861
43,SBS콘텐츠허브,46140,9300.0,21463555.0,64.14,1.28,1.08,254.73,2577.0,143.0,1996.110615,0.7745869674039582,13.95881548951049,1.995634549423137
44,빅텍,65450,3580.0,24500000.0,-105.29,2.49,,116.59,384.0,9.0,877.1,2.2841145833333334,97.45555555555556,-2.3648969512774243
45,탑엔지니어링,65130,6200.0,15976257.0,9.49,0.63,1.61,138.5,1610.0,180.0,990.527934,0.6152347416149068,5.502932966666666,6.638566912539515
46,이루온,65440,2735.0,15275020.0,-32.56,2.0,,133.77,526.0,5.0,417.771797,0.7942429600760457,83.5543594,-6.142506142506142
47,재영솔루텍,49630,2750.0,39469003.0,-18.09,2.59,,45.75,1388.0,2.0,1085.3975825,0.7819867309077809,542.69879125,-14.317302377003868
48,한국큐빅,21650,2555.0,14590000.0,14.85,0.72,0.88,59.3,1229.0,31.0,372.7745,0.3033152969894223,12.024983870967741,4.848484848484849
49,인터플렉스,51370,40350.0,23327472.0,-12.57,4.16,,82.29,5756.0,516.0,9412.634952,1.6352736191799861,18.241540604651163,-33.09466984884646
50,메디프론,65650,6230.0,29439113.0,-41.53,6.67,,392.64,131.0,5.0,1834.0567399,14.000433129007632,366.81134798,-16.060679027209247
51,삼영이엔씨,65570,8510.0,8800000.0,10.95,0.89,3.0,522.11,358.0,71.0,748.88,2.0918435754189946,10.547605633802817,8.12785388127854
52,브레인콘텐츠,66980,916.0,151584772.0,83.27,1.29,,176.95,235.0,49.0,1388.51651152,5.908580900085107,28.33707166367347,1.5491773748048518
53,리더스코스메틱,16100,19450.0,17939517.0,75.1,3.73,,145.27,1813.0,194.0,3489.2360565,1.9245648408714837,17.985752868556702,4.966711051930759
54,바이오빌,65940,4460.0,23553582.0,-8.15,1.33,,340.0,327.0,16.0,1050.4897572,3.2125069027522937,65.655609825,-16.319018404907975
55,케이피엠테크,42040,1600.0,74704955.0,-23.19,1.92,,112.88,219.0,39.0,1195.27928,5.457896255707762,30.648186666666668,-8.279430789133247
56,엘앤에프,66970,43750.0,24577919.0,166.98,9.7,0.11,53.19,2497.0,139.0,10752.8395625,4.30630338906688,77.35855800359712,5.809078931608576
57,디스플레이텍,66670,3675.0,18691918.0,17.25,0.45,1.36,293.19,892.0,45.0,686.9279865,0.770098639573991,15.265066366666666,2.608695652173913
58,와이오엠,66430,3090.0,11563534.0,-2.88,3.5,,212.4,146.0,5.0,357.3132006,2.447350689041096,71.46264012,-121.52777777777779
59,초록뱀,47820,1485.0,64839923.0,15.0,1.03,,100.87,1059.0,77.0,962.87285655,0.9092283820113315,12.504842292857143,6.866666666666667
60,에프앤리퍼블릭,64090,2855.0,50869788.0,-4.43,8.52,,90.55,547.0,126.0,1452.3324474,2.6550867411334553,11.526447995238096,-192.32505643340858
61,쎌바이오텍,49960,46050.0,9400000.0,23.4,4.22,1.19,,583.0,216.0,4328.7,7.424871355060034,20.040277777777778,18.034188034188034
62,NE능률,53290,4270.0,13497842.0,9.36,0.79,1.64,275.39,535.0,77.0,576.3578534,1.0773043988785045,7.485166927272727,8.44017094017094
63,바른전자,64520,1725.0,66419511.0,63.89,1.73,,76.61,2416.0,24.0,1145.73656475,0.47422871057533117,47.739023531250005,2.7077789951479105
64,KG이니시스,35600,20850.0,27883006.0,68.59,3.1,1.2,134.85,7010.0,295.0,5813.606751,0.829330492296719,19.707141528813562,4.519609272488701
65,넥스트BT,65170,1745.0,39742341.0,-13.42,2.88,,116.52,740.0,18.0,693.50385045,0.937167365472973,38.527991691666664,-21.460506706408346
66,파라다이스,34230,25000.0,90942672.0,41.25,2.04,1.2,168.85,6949.0,658.0,22735.668,3.2717898978270257,34.55268693009119,4.945454545454545
67,젬백스테크놀러지,41590,4490.0,41163129.0,-5.2,2.81,,34.09,807.0,114.0,1848.2244921,2.2902410063197025,16.212495544736843,-54.03846153846153
68,새로닉스,42600,6650.0,12423574.0,7.54,1.16,0.6,206.41,1179.0,45.0,826.167671,0.7007359380831213,18.35928157777778,15.384615384615383
69,오리엔트정공,65500,617.0,59117127.0,-5.37,1.03,,68.02,710.0,2.0,364.75267359,0.5137361599859155,182.376336795,-19.180633147113593
70,퍼시픽바이오,60900,1470.0,40721211.0,-45.94,9.61,,141.36,332.0,4.0,598.6018017,1.803017475,149.650450425,-20.918589464518938
71,국보디자인,66620,19300.0,7500000.0,13.48,1.62,1.29,192.6,2014.0,105.0,1447.5,0.7187189672293942,13.785714285714286,12.01780415430267
72,에스아이리소스,65420,782.0,52830995.0,-39.1,2.08,,96.41,252.0,39.0,413.1383809,1.6394380194444444,10.59329181794872,-5.319693094629156
73,와이디온라인,52770,4055.0,25489746.0,-23.71,10.24,,71.27,374.0,9.0,1033.6092003,2.7636609633689844,114.84546670000002,-43.188528047237455
74,필링크,64800,3520.0,54600335.0,586.67,3.15,0.28,163.52,331.0,17.0,1921.931792,5.806440459214501,113.05481129411766,0.5369287674501849
75,리노스,39980,2320.0,35996153.0,30.53,1.25,1.23,109.93,1003.0,41.0,835.1107496,0.8326129108673977,20.368554868292684,4.094333442515558
76,현대아이비티,48410,5200.0,32574192.0,-19.55,8.65,,111.16,361.0,70.0,1693.857984,4.692127379501385,24.1979712,-44.24552429667519
77,에프티이앤이,65160,7840.0,67799785.0,-435.56,8.69,,87.73,449.0,6.0,5315.503144,11.838537069042317,885.9171906666667,-1.9951327027275232
78,에스피지,58610,8250.0,20876975.0,8.79,1.49,1.21,100.33,1523.0,61.0,1722.3504375,1.130893261654629,28.23525307377049,16.95108077360637
79,토탈소프트,45340,3305.0,8558040.0,27.31,4.76,,254.24,94.0,8.0,282.843222,3.008970446808511,35.35540275,17.4295129989015
80,대진디엠피,65690,3235.0,13864500.0,16.68,0.48,,465.68,639.0,42.0,448.516575,0.7019038732394366,10.67896607142857,2.8776978417266186
81,서호전기,65710,13850.0,5150000.0,8.08,1.23,5.05,267.37,594.0,79.0,713.275,1.2007996632996634,9.02879746835443,15.222772277227723
82,한프,66110,2070.0,32429369.0,-12.7,1.23,,22.65,184.0,37.0,671.2879383,3.6483040124999997,18.14291725135135,-9.68503937007874
83,서울리거,43710,4330.0,21115308.0,-34.64,2.31,,790.18,185.0,3.0,914.2928364,4.9421234400000005,304.7642788,-6.668591224018476
84,홈센타홀딩스,60560,1760.0,83796067.0,6.22,0.88,1.43,64.27,957.0,1.0,1474.8107792,1.5410770942528735,1474.8107792,14.14790996784566
85,아비코전자,36010,10200.0,13292934.0,13.35,1.63,2.16,645.21,806.0,108.0,1355.879268,1.6822323424317618,12.554437666666665,12.209737827715356
86,큐렉소,60280,10100.0,28922253.0,-198.04,3.68,,207.29,301.0,404.0,2921.147553,9.704809146179402,7.230563249999999,-1.8582104625328217
87,제낙스,65620,33450.0,22486744.0,-120.76,23.38,,16.37,61.0,40.0,7521.815868,123.30845685245902,188.0453967,-19.360715468698242
88,이그잭스,60230,1265.0,41322576.0,-3.24,1.89,,56.23,462.0,2.0,522.7305864,1.1314514857142857,261.3652932,-58.33333333333333
89,옴니텔,57680,6780.0,20720768.0,-10.3,15.48,,153.48,298.0,70.0,1404.8680704,4.714322383892617,20.069543862857145,-150.29126213592232
90,우원개발,46940,3700.0,14650592.0,8.11,0.91,,114.48,2071.0,40.0,542.071904,0.2617440386286818,13.5517976,11.220715166461162
91,인선이엔티,60150,8010.0,35779733.0,616.15,1.89,,35.82,1355.0,181.0,2865.9566133,2.1150971315867158,15.834014438121546,0.30674348778706484
92,전파기지국,65530,14900.0,5286000.0,11.49,0.95,3.36,93.11,939.0,100.0,787.614,0.838779552715655,7.87614,8.268059181897302
93,에프엔씨애드컬쳐,63440,1245.0,38307875.0,-10.46,1.18,,,114.0,24.0,476.93304375,4.183623190789474,19.872210156250002,-11.281070745697894
94,지어소프트,51160,2220.0,13610573.0,-5.01,4.35,,94.59,796.0,15.0,302.1547206,0.37959135753768847,20.143648040000002,-86.82634730538922
95,지엔코,65060,2915.0,98008044.0,-32.03,1.69,,73.4,1218.0,11.0,2856.9344826,2.345594813300493,259.7213166,-5.276303465501092
96,셀루메드,49180,10400.0,18833437.0,-5.16,3.85,,61.64,98.0,127.0,1958.677448,19.986504571428572,15.42265707086614,-74.6124031007752
97,KH바텍,60720,16350.0,20000000.0,-18.19,1.25,0.31,99.13,3782.0,153.0,3270.0,0.8646218931782126,21.372549019607842,-6.871907641561297
98,알에프텍,61040,5190.0,19050000.0,10.0,0.85,0.64,151.12,3220.0,90.0,988.695,0.30704813664596275,10.9855,8.5
99,에스폴리텍,50760,1825.0,16334678.0,7.57,0.59,1.37,70.76,1177.0,28.0,298.1078735,0.253277717502124,10.646709767857143,7.793923381770145
100,이랜텍,54210,4530.0,20478206.0,6.28,0.57,1.77,66.7,6022.0,192.0,927.6627318,0.15404562135503155,4.8315767281249995,9.076433121019107
101,라이브플렉스,50120,1220.0,83243054.0,4.47,1.42,,,343.0,22.0,1015.5652588,2.960831658309038,46.16205721818182,31.767337807606268
102,케이피티,54410,6030.0,5060000.0,8.25,1.07,0.83,42.7,213.0,7.0,305.118,1.4324788732394367,43.58828571428571,12.96969696969697
103,3S,60310,2320.0,41974138.0,-11.05,3.34,,96.12,265.0,24.0,973.8000016,3.6747169871698113,40.57500006666667,-30.226244343891402
104,화일약품,61250,7210.0,14410958.0,16.28,0.98,2.08,267.73,1115.0,25.0,1039.0300718,0.9318655352466368,41.561202872,6.0196560196560185
105,오상자이엘,53980,10150.0,17747882.0,-48.56,3.81,,68.06,608.0,1.0,1801.410023,2.962845432565789,1801.410023,-7.845963756177923
106,농우바이오,54050,17300.0,14300000.0,-32.77,1.47,,104.54,1031.0,135.0,2473.9,2.399515033947624,18.325185185185187,-4.485810192249008
107,케이엘넷,39420,4800.0,24154730.0,71.64,3.51,0.42,247.39,351.0,14.0,1159.42704,3.30321094017094,82.81621714285714,4.899497487437186
108,에스티아이,39440,28050.0,12736670.0,21.4,5.5,0.54,140.37,1804.0,221.0,3572.635935,1.9803968597560975,16.16577346153846,25.700934579439256
109,잉크테크,49550,3395.0,16019932.0,-6.23,1.51,,39.34,739.0,1.0,543.8766914,0.7359630465493912,543.8766914,-24.23756019261637
110,대한뉴팜,54670,14300.0,14354920.0,-36.2,2.82,0.35,142.76,1094.0,115.0,2052.75356,1.8763743692870203,17.85003095652174,-7.790055248618784
111,씨티씨바이오,60590,14700.0,17575133.0,-93.63,2.78,,56.36,1231.0,26.0,2583.544551,2.0987364346060113,99.36709811538461,-2.969133824628858
112,인탑스,49070,10250.0,17200000.0,8.22,0.46,1.76,160.33,6174.0,352.0,1763.0,0.28555231616456106,5.0085227272727275,5.59610705596107
113,KT서브마린,60370,4420.0,21900000.0,18.81,0.9,1.13,77.11,840.0,81.0,967.98,1.1523571428571429,11.95037037037037,4.784688995215312
114,피씨디렉트,51380,4250.0,7540136.0,24.57,1.18,0.47,168.27,2081.0,28.0,320.45578,0.15399124459394523,11.444849285714286,4.802604802604802
115,현진소재,53660,4590.0,9890124.0,21.15,3.41,,21.04,1729.0,88.0,453.9566916,0.26255447750144595,5.158598768181818,16.12293144208038
116,구영테크,53270,1995.0,19794174.0,15.23,0.64,5.01,51.13,1483.0,43.0,394.8937713,0.26628035826028323,9.183576076744187,4.202232435981615
117,한국기업평가,34950,53500.0,4540514.0,18.18,2.75,3.64,504.02,743.0,209.0,2429.17499,3.269414522207268,11.622846842105263,15.126512651265125
118,뉴보텍,60260,2520.0,24613919.0,100.8,3.78,,147.36,359.0,8.0,620.2707588,1.7277737013927574,77.53384485,3.75
119,동양에스텍,60380,3000.0,10000000.0,6.86,0.59,3.33,72.31,1520.0,39.0,300.0,0.19736842105263158,7.6923076923076925,8.600583090379008
120,백금T&A,46310,5550.0,14313750.0,-36.51,2.72,,102.54,602.0,22.0,794.413125,1.319623131229236,36.1096875,-7.450013694878116
121,크레아플래닛,58530,839.0,54677826.0,-26.22,0.67,,87.58,598.0,39.0,458.74696014,0.7671353848494983,11.762742567692309,-2.555301296720061
122,고려신용정보,49720,2880.0,14300000.0,11.08,2.4,6.08,154.69,849.0,54.0,411.84,0.4850883392226148,7.626666666666666,21.660649819494584
123,제일바이오,52670,4010.0,15000000.0,58.97,1.76,,661.43,358.0,8.0,601.5,1.6801675977653632,75.1875,2.98456842462269
124,서울반도체,46890,26700.0,58305400.0,43.0,2.56,0.3,99.75,9538.0,575.0,15567.5418,1.6321599706437409,27.073985739130435,5.953488372093023
125,아가방컴퍼니,13990,5740.0,32887536.0,94.1,1.1,,273.99,1503.0,16.0,1887.7445664,1.255984408782435,117.9840354,1.168969181721573
126,일야,58450,2600.0,9780000.0,12.21,0.98,4.23,102.28,739.0,26.0,254.28,0.3440866035182679,9.78,8.026208026208026
127,미코,59090,4090.0,31316603.0,85.21,1.87,,102.3,1410.0,186.0,1280.8490627,0.908403590567376,6.886285283333334,2.1945781011618357
128,에스아이티글로벌,50320,3220.0,12150940.0,-1.46,12.11,,94.48,127.0,89.0,391.260268,3.0807895118110236,4.396182786516854,-829.4520547945206
129,유신,54930,12300.0,3000000.0,21.81,0.43,1.63,278.96,1516.0,14.0,369.0,0.2434036939313984,26.357142857142858,1.9715726730857406
130,프럼파스트,35200,4560.0,8041993.0,12.6,1.34,1.36,319.52,453.0,40.0,366.7148808,0.809525123178808,9.16787202,10.634920634920636
131,한국컴퓨터,54040,4660.0,16071290.0,10.89,0.73,2.79,556.67,2356.0,74.0,748.922114,0.31787865619694394,10.120569108108107,6.703397612488521
132,대동스틸,48470,4655.0,10000000.0,10.78,0.79,1.07,614.2,682.0,44.0,465.5,0.6825513196480938,10.579545454545455,7.328385899814473
133,레드로버,60300,4085.0,44474010.0,226.94,1.2,,390.64,419.0,19.0,1816.7633085,4.335950616945107,95.6191215,0.5287741253194677
134,링네트,42500,4235.0,14936878.0,18.33,1.16,,205.54,1289.0,47.0,632.5767833,0.4907500258339798,13.459080495744681,6.328423349699945
135,엔알케이,54340,2250.0,24584758.0,-4.55,1.42,,275.59,290.0,65.0,553.157055,1.9074381206896551,8.51010853846154,-31.208791208791208
136,제이웨이,58420,1965.0,11064210.0,-11.84,2.29,,514.74,75.0,10.0,217.4117265,2.89882302,21.74117265,-19.341216216216218
137,큐로컴,40350,3115.0,104461536.0,-14.03,4.37,,163.44,190.0,51.0,3253.9768464,17.126193928421053,63.80346757647059,-31.147540983606557
138,팬스타엔터프라이즈,54300,846.0,41124943.0,-7.83,1.29,,73.97,281.0,24.0,347.91701778,1.2381388533096085,14.4965424075,-16.47509578544061
139,한빛소프트,47080,4500.0,24779836.0,-15.25,5.49,,126.22,307.0,50.0,1115.09262,3.632223517915309,22.301852399999998,-36.0
140,NHN한국사이버결제,60250,18000.0,19587503.0,37.5,3.97,0.62,146.16,2721.0,115.0,3525.75054,1.2957554355016538,30.658700347826088,10.586666666666668
141,금강철강,53260,3640.0,18720000.0,11.93,0.59,2.75,419.33,1627.0,41.0,681.408,0.41881253841425936,16.61970731707317,4.945515507124895
142,룽투코리아,60240,8180.0,24176133.0,227.22,3.71,,143.28,715.0,68.0,1977.6076794,2.7658848662937063,29.08246587352941,1.6327788046826865
143,포스링크,56730,3080.0,36014118.0,-6.78,3.73,,57.01,83.0,45.0,1109.2348344,13.364275113253012,24.649662986666666,-55.01474926253687
144,SKC 솔믹스,57500,4865.0,61494040.0,-6.39,9.14,,46.61,945.0,173.0,2991.685046,3.1658042814814817,17.292977144508672,-143.0359937402191
145,동아화성,41930,4590.0,15800000.0,4.84,0.78,2.18,90.09,2401.0,146.0,725.22,0.3020491461890879,4.967260273972603,16.115702479338843
146,비츠로시스,54220,1375.0,43661071.0,50.93,0.86,,100.55,721.0,20.0,600.33972625,0.8326487187933426,30.016986312500002,1.6885921853524444
147,오리엔탈정공,14940,1110.0,40545960.0,-2.23,3.95,,32.39,1830.0,16.0,450.060156,0.24593451147540984,28.12875975,-177.13004484304932
148,크로바하이텍,43590,5690.0,13000000.0,-284.5,2.15,,79.8,602.0,18.0,739.7,1.2287375415282393,41.09444444444445,-0.7557117750439367
149,리노공업,58470,58800.0,15242370.0,25.32,4.42,1.53,950.05,1128.0,393.0,8962.51356,7.945490744680851,22.805378015267173,17.4565560821485
0,성우테크론,45300,4240.0,8800586.0,11.16,1.03,,107.51,292.0,27.0,373.1448464,1.277893309589041,13.820179496296296,9.229390681003585
1,에스에프에이,56190,40800.0,35908760.0,18.72,2.54,1.37,171.03,13197.0,1208.0,14650.77408,1.110159436235508,12.128124238410596,13.56837606837607
2,신화인터텍,56700,2390.0,29135091.0,17.84,0.71,2.09,50.14,2155.0,71.0,696.3286749,0.32312235494199537,9.807446125352113,3.9798206278026904
3,엑사이엔씨,54940,1355.0,33173548.0,17.15,0.73,,125.9,1648.0,37.0,449.5015754,0.272755810315534,12.148691227027026,4.256559766763849
4,평화정공,43370,10350.0,21000000.0,4.08,0.45,1.45,90.59,12225.0,697.0,2173.5,0.1777914110429448,3.118364418938307,11.029411764705882
5,APS홀딩스,54620,7960.0,11930928.0,7.74,1.02,,109.94,5550.0,323.0,949.7018688,0.17111745383783786,2.94025346377709,13.178294573643413
6,코위버,56360,9470.0,9796800.0,14.01,1.0,0.74,248.99,587.0,52.0,927.75696,1.5805058943781942,17.84148,7.137758743754461
7,성호전자,43260,900.0,29506142.0,37.5,0.63,,52.57,877.0,19.0,265.555278,0.3027996328392246,13.976593578947368,1.68
8,UCI,38340,3600.0,11486547.0,-2.84,2.71,,120.59,232.0,4.0,413.515692,1.782395224137931,103.378923,-95.42253521126761
9,레이젠,47440,856.0,27918129.0,-0.9,0.39,,69.87,998.0,116.0,238.97918424,0.23945810044088175,2.0601653813793104,-43.333333333333336
10,YW,51390,3960.0,11355368.0,17.44,0.55,2.53,,295.0,40.0,449.6725728,1.524313806101695,11.24181432,3.153669724770642
11,삼영엠텍,54540,3945.0,13000000.0,18.97,0.68,2.28,142.91,718.0,32.0,512.85,0.7142757660167132,16.0265625,3.5846072746441755
12,이니텍,53350,10300.0,19790916.0,20.04,1.61,,161.09,2315.0,236.0,2038.464348,0.8805461546436285,8.637560796610169,8.033932135728545
