,기업명,종목코드,현재주가,상장주식수,PER,PBR,배당수익률 (%),당좌비율 (%),매출액 (억),영업이익 (억),시가총액 (억),PSR,POR,ROE
123,화승인더,6060,9670.0,55320000.0,12.03,2.3,0.26,69.52,10112.0,781.0,5349.444,0.5290193829113925,6.849480153649168,19.11886949293433
124,극동유화,14530,3440.0,34869420.0,8.58,0.86,3.34,235.78,2398.0,181.0,1199.508048,0.5002118632193494,6.627116287292817,10.023310023310023
125,고려산업,2140,2705.0,24939425.0,9.7,0.78,1.11,96.42,1723.0,67.0,674.61144625,0.39153305063842136,10.068827555970149,8.041237113402062
126,대현,16090,2585.0,45282310.0,2.5,0.7,1.93,118.6,2802.0,161.0,1170.5477135,0.41775435885082085,7.270482692546585,27.999999999999996
127,동국실업,1620,1155.0,53312072.0,2.39,0.2,,61.59,6260.0,182.0,615.7544316,0.09836332773162938,3.3832661076923074,8.368200836820083
128,광명전기,17040,2725.0,43337615.0,12.5,1.32,,145.67,969.0,36.0,1180.95000875,1.2187306591847267,32.80416690972223,10.56
129,부산산업,11390,31650.0,1056000.0,5.94,0.71,0.79,70.63,1229.0,130.0,334.224,0.2719479251423922,2.570953846153846,11.952861952861952
130,STX,11810,23850.0,17862430.0,-0.16,-0.34,,26.7,17202.0,342.0,4260.189555,0.24765664196023718,12.456694605263158,212.5
131,고려아연,10130,509000.0,18870000.0,16.21,1.63,1.67,314.96,58475.0,7647.0,96048.3,1.6425532278751604,12.560258925068656,10.055521283158543
132,청호컴넷,12600,3200.0,8376352.0,-1.57,0.84,,31.43,858.0,57.0,268.043264,0.3124047365967366,4.702513403508772,-53.503184713375795
133,우리들제약,4720,10900.0,11288324.0,30.11,2.99,,184.19,715.0,48.0,1230.427316,1.7208773650349651,25.63390241666667,9.930255728993691
134,무림페이퍼,9200,2455.0,41609310.0,491.0,0.27,,40.87,11315.0,421.0,1021.5085605,0.09027914807777287,2.426386129453682,0.054989816700611004
135,현대차투자증권,1500,12300.0,29337111.0,9.07,0.44,3.25,,5634.0,528.0,3608.464653,0.6404800591054313,6.834213357954545,4.851157662624035
136,금비,8870,68200.0,1000000.0,19.4,0.59,2.2,156.27,1855.0,117.0,682.0,0.36765498652291106,5.829059829059829,3.0412371134020617
137,대동전자,8110,3860.0,10490447.0,22.57,0.27,,603.2,416.0,13.0,404.9312542,0.9733924379807692,31.148558015384616,1.1962782454585734
138,원림,5820,23850.0,2200000.0,7.45,0.54,2.1,291.7,854.0,104.0,524.7,0.6144028103044497,5.045192307692308,7.248322147651007
139,서흥,8490,31950.0,11569113.0,13.54,1.43,1.03,62.44,3404.0,401.0,3696.3316035,1.085878849441833,9.217784547381546,10.561299852289514
140,성문전자,14910,2560.0,19486857.0,-41.29,1.46,,138.06,454.0,7.0,498.8635392,1.0988183682819384,71.26621988571428,-3.535965124727537
141,동원,3580,4705.0,19181100.0,-26.43,1.38,,219.26,183.0,21.0,902.470755,4.931534180327869,42.97479785714286,-5.2213393870601585
142,일진홀딩스,15860,5590.0,49347483.0,-20.25,0.92,0.54,57.13,8493.0,16.0,2758.5242997,0.3247997527022254,172.40776873125,-4.5432098765432105
143,대영포장,14160,807.0,106584898.0,7.91,0.62,,76.88,2671.0,67.0,860.14012686,0.3220292500411831,12.83791234119403,7.83817951959545
144,영화금속,12280,1340.0,45451006.0,6.6,0.86,2.24,110.75,1564.0,108.0,609.0434804,0.3894139900255755,5.639291485185185,13.030303030303031
145,신풍제약,19170,8940.0,52984990.0,-25.4,2.06,,115.9,1941.0,96.0,4736.858106,2.440421486862442,49.342271937499994,-8.11023622047244
146,동성제약,2210,7220.0,24756574.0,-97.57,2.59,,161.76,797.0,23.0,1787.4246428,2.2426908943538266,77.71411490434782,-2.654504458337604
147,키위미디어그룹,12170,720.0,156719712.0,-9.11,1.38,,178.49,58.0,62.0,1128.3819264,19.454860800000002,18.199708490322582,-15.148188803512625
148,한올바이오파마,9420,36100.0,52240638.0,925.64,17.65,,547.53,829.0,3.0,18858.870318,22.748938863691194,6286.290106,1.9067888163864999
149,유니켐,11330,1260.0,50980259.0,36.0,2.25,,43.08,368.0,23.0,642.3512634,1.7455197375,27.9283158,6.25
0,대창,12800,1100.0,91140499.0,10.89,0.57,,43.49,8177.0,302.0,1002.545489,0.1226055385838327,3.319687049668874,5.234159779614324
1,국보,1140,9160.0,1682304.0,-2.67,0.75,0.55,46.76,873.0,2.0,154.0990464,0.1765166625429553,77.0495232,-28.08988764044944
2,일성건설,13360,1135.0,53403640.0,29.1,0.63,1.76,92.75,2858.0,81.0,606.131314,0.21208233519944017,7.483102641975308,2.1649484536082473
3,까뮤이앤씨,13700,9960.0,4515228.0,13.81,0.86,1.51,93.63,1397.0,44.0,449.7167088,0.32191604065855406,10.22083429090909,6.227371469949312
4,보락,2760,1300.0,59900000.0,25.49,1.82,1.08,195.56,357.0,20.0,778.7,2.181232492997199,38.935,7.140054923499413
5,선도전기,7610,3325.0,18000000.0,27.71,0.73,0.6,173.1,939.0,23.0,598.5,0.6373801916932907,26.02173913043478,2.634428004330567
6,씨아이테크,4920,760.0,44787538.0,-20.0,0.98,,501.64,185.0,9.0,340.3852888,1.83992048,37.820587644444444,-4.9
7,광동제약,9290,9520.0,52420851.0,17.79,1.04,0.84,133.28,10564.0,444.0,4990.4650152,0.4724029737978039,11.239786070270272,5.845980888139405
8,갤럭시아에스엠,11420,2790.0,27549644.0,-48.95,1.71,,304.3,526.0,37.0,768.6350676,1.4612833984790874,20.773920745945944,-3.493360572012257
9,남성,4270,2295.0,36212160.0,60.39,0.69,1.09,29.24,837.0,46.0,831.069072,0.9929140645161291,18.06671895652174,1.1425732737208145
10,KISCO홀딩스,1940,72300.0,3695276.0,5.82,0.3,1.25,442.89,10581.0,871.0,2671.684548,0.2524983033739722,3.0673760597014925,5.154639175257731
11,태영건설,9410,11200.0,76400000.0,5600.0,0.96,,84.95,20593.0,971.0,8556.8,0.4155198368377604,8.812358393408855,0.017142857142857144
12,한국특수형강,7280,2035.0,18020878.0,3.94,0.62,,179.18,2472.0,49.0,366.7248673,0.1483514835355987,7.484180965306123,15.736040609137056
13,한솔로지스틱스,9180,2010.0,16477425.0,9.1,0.75,1.0,129.61,3847.0,51.0,331.1962425,0.0860920827917858,6.494043970588235,8.241758241758241
14,삼양통상,2170,41850.0,3000000.0,5.49,0.5,1.79,430.24,1958.0,311.0,1255.5,0.6412155260469867,4.036977491961415,9.107468123861565
15,SK텔레콤,17670,278000.0,80745711.0,13.39,1.23,3.6,89.02,170918.0,15357.0,224473.07658,1.313337837910577,14.616987470209025,9.185959671396564
16,진양폴리,10640,1665.0,10000000.0,2.38,0.94,1.5,28.52,173.0,2.0,166.5,0.9624277456647399,83.25,39.49579831932773
17,미창석유,3650,82800.0,1739672.0,4.69,0.59,2.66,520.78,2806.0,167.0,1440.448416,0.5133458360655737,8.625439616766467,12.579957356076758
18,삼익THK,4380,27900.0,21000000.0,35.45,3.61,1.18,92.24,2511.0,217.0,5859.0,2.3333333333333335,27.0,10.183356840620592
19,미원상사,2840,221000.0,792938.0,8.93,1.04,,134.16,3017.0,228.0,1752.39298,0.5808395691083859,7.6859341228070175,11.646136618141098
20,서연,7860,7100.0,23479844.0,2.09,0.28,2.11,79.95,31883.0,1268.0,1667.068924,0.05228707850578678,1.3147231261829653,13.397129186602875
21,세우글로벌,13000,1875.0,23690705.0,104.17,1.39,,264.81,424.0,8.0,444.20071875,1.0476432045990567,55.52508984375,1.3343573005663818
22,현대모비스,12330,255000.0,97343863.0,8.17,0.85,1.37,174.71,382617.0,29047.0,248226.85065,0.6487606422349242,8.54569665197783,10.403916768665852
23,메디플란트,15540,7270.0,4348233.0,-2.02,4.33,,83.66,696.0,42.0,316.1165391,0.45419042974137935,7.526584264285715,-214.35643564356437
24,KG케미칼,1390,28400.0,12373409.0,25.43,1.51,1.23,112.79,10314.0,533.0,3514.048156,0.3407066274966065,6.592960893058161,5.937868659064097
25,대우부품,9320,3315.0,47646375.0,61.39,4.46,,79.31,536.0,27.0,1579.47733125,2.9467860657649254,58.49916041666666,7.265026877341587
26,현대해상,1450,46350.0,89400000.0,10.11,1.3,2.91,,153484.0,5439.0,41436.9,0.2699753720257486,7.618477661334804,12.858555885262119
27,현대그린푸드,5440,14850.0,97704482.0,15.29,0.86,0.4,175.75,25217.0,1052.0,14509.115577,0.5753704079390888,13.791934959125475,5.624591236102027
28,한국전력,15760,35650.0,641964077.0,3.25,0.32,5.55,57.25,601904.0,120016.0,228860.1934505,0.380227068520063,1.9069140235510265,9.846153846153847
29,국도화학,7690,65700.0,5810616.0,14.63,0.87,1.83,184.58,9526.0,370.0,3817.574712,0.40075317153054796,10.317769491891893,5.946684894053314
30,녹십자,6280,221500.0,11686538.0,41.11,2.55,0.56,158.47,11979.0,785.0,25885.68167,2.1609217522330746,32.97539066242039,6.202870347847238
31,SIMPAC,9160,4100.0,29084925.0,7.37,0.45,2.44,84.21,2671.0,236.0,1192.481925,0.44645523212280047,5.0528895127118645,6.1058344640434195
32,윌비스,8600,1775.0,57000000.0,26.1,0.63,1.13,65.08,3108.0,101.0,1011.75,0.32553088803088803,10.017326732673267,2.413793103448276
33,대창단조,15230,59400.0,2000000.0,8.52,0.76,2.19,291.92,2134.0,165.0,1188.0,0.5567010309278351,7.2,8.920187793427232
34,사조산업,7160,67800.0,5000000.0,12.84,1.0,0.22,32.64,7021.0,492.0,3390.0,0.48283720267768127,6.890243902439025,7.78816199376947
35,한익스프레스,14130,45650.0,1200000.0,9.99,0.96,1.53,111.23,4679.0,89.0,547.8,0.11707629835434921,6.15505617977528,9.60960960960961
36,사조동아원,8040,1370.0,141144600.0,20.45,1.51,,28.32,4146.0,265.0,1933.68102,0.4663967727930535,7.296909509433962,7.383863080684597
37,경인전자,9140,21500.0,1570797.0,11.44,0.49,1.16,,266.0,7.0,337.721355,1.2696291541353384,48.24590785714286,4.283216783216783
38,무림P&P,9580,4940.0,62368324.0,-380.0,0.58,2.53,41.47,5986.0,136.0,3080.9952056,0.5147001679919814,22.654376511764706,-0.1526315789473684
39,인디에프,14990,1150.0,58932995.0,-7.1,1.03,,46.36,2029.0,70.0,677.7294425,0.33402141079349434,9.68184917857143,-14.507042253521126
40,한솔PNS,10420,1405.0,20493012.0,45.32,0.87,1.07,124.95,2341.0,13.0,287.9268186,0.1229930878257155,22.148216815384615,1.919682259488085
41,디와이,13570,6240.0,26319633.0,11.04,0.48,2.24,153.6,7234.0,363.0,1642.3450992,0.22703139330937241,4.52436666446281,4.3478260869565215
42,방림,3610,19900.0,4231409.0,12.02,0.42,2.61,166.86,1481.0,63.0,842.050391,0.568568798784605,13.365879222222222,3.494176372712146
43,대경기계,15590,810.0,114455154.0,-3.15,1.12,,99.7,1914.0,115.0,927.0867474,0.48437134137931037,8.061623890434783,-35.555555555555564
44,한솔케미칼,14680,65100.0,11295195.0,13.17,2.56,0.77,49.96,4604.0,821.0,7353.171945,1.597126834274544,8.956360468940316,19.438116932422172
45,퍼스텍,10820,3400.0,46764840.0,-309.09,2.31,0.88,58.86,1513.0,5.0,1590.00456,1.0508952808988765,318.000912,-0.7473551392798216
46,동원산업,6040,327500.0,3363200.0,14.69,1.39,0.92,173.1,15764.0,1514.0,11014.48,0.698710987059122,7.275085865257595,9.46221919673247
47,대덕전자,8060,9280.0,48796300.0,19.37,0.83,3.23,251.2,4909.0,288.0,4528.29664,0.922447879405174,15.723252222222222,4.284976768198244
48,한성기업,3680,6610.0,5477951.0,-734.44,0.63,,68.34,3207.0,79.0,362.0925611,0.1129069414094169,4.583450140506329,-0.0857796416317194
49,이스타코,15020,877.0,42851600.0,-4.62,0.79,,15.04,137.0,44.0,375.808532,2.7431279708029197,8.541103,-17.0995670995671
50,태림포장,11280,3160.0,70805940.0,-3.99,0.72,0.25,56.55,3779.0,90.0,2237.467704,0.5920793077533739,24.86075226666667,-18.045112781954884
51,아세아제지,2310,18550.0,8956502.0,8.01,0.36,2.69,113.13,6330.0,245.0,1661.431121,0.2624693714060032,6.781351514285714,4.49438202247191
52,화천기계,10660,21350.0,2200000.0,-18.74,0.34,1.64,179.66,1955.0,3.0,469.7,0.24025575447570333,156.56666666666666,-1.8143009605122735
53,CJ씨푸드,11150,2860.0,35930773.0,19.19,1.87,,32.69,1737.0,59.0,1027.6201078,0.591606279677605,17.417289962711862,9.744658676393955
54,신화실업,1770,16650.0,1214878.0,35.13,0.51,1.5,128.64,702.0,6.0,202.277187,0.288144141025641,33.7128645,1.4517506404782237
55,조일알미늄,18470,1115.0,69600000.0,2.34,0.39,1.35,89.74,2734.0,20.0,776.04,0.2838478419897586,38.802,16.666666666666668
56,에스엘,5850,23550.0,33865090.0,7.32,0.89,1.1,127.84,16192.0,993.0,7975.228695,0.49254129786314227,8.031448836858006,12.158469945355192
57,영원무역홀딩스,9970,55300.0,13635592.0,10.9,0.75,0.9,163.58,23380.0,2010.0,7540.482376,0.3225184934131736,3.7514837691542287,6.8807339449541285
58,더존비즈온,12510,38000.0,29672700.0,40.04,7.4,0.76,206.72,1768.0,384.0,11275.626,6.377616515837104,29.363609375,18.48151848151848
59,보령제약,3850,53500.0,8840000.0,84.25,2.33,0.36,84.2,4091.0,220.0,4729.4,1.156049865558543,21.497272727272726,2.765578635014837
60,암니스,7630,24300.0,24274822.0,-19.32,36.0,,48.71,299.0,56.0,5898.781746,19.72836704347826,105.33538832142857,-186.33540372670808
61,이건산업,8250,9040.0,9373525.0,132.94,0.53,1.66,41.55,2903.0,178.0,847.36666,0.29189344126765415,4.760486853932584,0.3986760944787122
62,모나리자,12690,5110.0,36571255.0,34.3,2.72,1.47,285.44,1214.0,76.0,1868.7911305,1.5393666643327841,24.589356980263158,7.930029154518952
63,대구백화점,6370,11900.0,10821611.0,-15.74,0.26,2.1,45.32,1373.0,84.0,1287.771709,0.9379254981791698,15.330615583333335,-1.6518424396442184
64,우성사료,6980,2935.0,30900000.0,101.21,0.46,0.85,152.67,2757.0,11.0,906.915,0.3289499455930359,82.44681818181817,0.45450054342456286
65,유성기업,2920,3530.0,25947500.0,10.44,0.35,3.4,341.44,2578.0,65.0,915.94675,0.35529354150504266,14.09148846153846,3.3524904214559386
66,한일철강,2220,27250.0,2040000.0,10.47,0.32,1.28,44.96,2597.0,134.0,555.9,0.21405467847516363,4.148507462686567,3.0563514804202483
67,삼익악기,2450,2300.0,90530915.0,30.67,0.81,2.17,72.6,2086.0,134.0,2082.211045,0.9981836265580057,15.538888395522388,2.641017280730355
68,화성산업,2460,14800.0,12450800.0,5.47,0.57,4.59,173.54,4943.0,439.0,1842.7184,0.3727935261986648,4.197536218678815,10.420475319926874
69,디티알오토모티브,7340,32300.0,9994005.0,9.58,0.86,1.08,112.89,9590.0,922.0,3228.063615,0.3366072591240876,3.5011535954446855,8.977035490605429
70,골든브릿지증권,1290,1380.0,63737067.0,-20.91,0.6,,,638.0,46.0,879.5715246,1.378638753291536,19.1211201,-2.8694404591104736
71,보해양조,890,975.0,96570546.0,-13.0,0.94,,25.3,1155.0,60.0,941.5628235,0.8152059077922078,15.692713725,-7.230769230769231
72,혜인,3010,3430.0,12712747.0,46.35,0.38,1.17,36.0,2110.0,52.0,436.0472221,0.20665745123222748,8.385523501923076,0.8198489751887811
73,금강공업,14280,34350.0,4855964.0,5.57,0.6,1.46,60.87,6032.0,563.0,1668.023634,0.2765291170424403,2.9627418010657194,10.771992818671453
74,엔케이물산,9810,609.0,67730290.0,-21.0,0.7,,321.25,183.0,22.0,412.4774661,2.253975224590164,18.74897573181818,-3.3333333333333335
75,율촌화학,8730,20900.0,24800000.0,24.76,1.61,2.39,86.78,4435.0,291.0,5183.2,1.1687034949267192,17.81168384879725,6.502423263327948
76,신원,9270,2265.0,68738152.0,-24.62,0.7,,56.16,6401.0,150.0,1556.9191428,0.24323061127948756,10.379460951999999,-2.843216896831844
77,동방,4140,1470.0,32523970.0,3.2,0.48,0.68,44.97,5751.0,203.0,478.102359,0.08313377829942618,2.3551840344827584,15.0
78,한국쉘석유,2960,377500.0,1300000.0,18.01,5.04,5.03,334.42,2109.0,351.0,4907.5,2.326932195353248,13.981481481481481,27.984453081621318
79,부광약품,3000,25700.0,44564484.0,79.32,5.67,1.49,563.04,1386.0,85.0,11453.072388,8.263399991341991,134.74202809411764,7.148260211800303
80,풍산홀딩스,5810,54100.0,7835167.0,6.96,0.55,2.59,173.95,2976.0,665.0,4238.825347,1.424336474126344,6.374173454135338,7.902298850574713
81,부국증권,1270,25500.0,10369886.0,12.28,0.55,4.71,,7537.0,353.0,2644.32093,0.35084528724956876,7.490994135977337,4.478827361563519
82,계양전기,12200,4520.0,32600000.0,9.06,0.87,1.44,152.09,3399.0,155.0,1473.52,0.4335157399235069,9.506580645161291,9.602649006622515
83,한솔테크닉스,4710,15500.0,22109878.0,-7.2,1.62,,58.43,8076.0,232.0,3427.03109,0.42434758420009905,14.77168573275862,-22.5
84,동성화학,5190,17000.0,5335564.0,6.67,0.89,2.94,116.08,1768.0,205.0,907.04588,0.513035,4.424614048780488,13.343328335832084
85,DB금융투자,16610,4860.0,42446389.0,2430.0,0.33,,,13254.0,98.0,2062.8945054,0.15564316473517428,21.04994393265306,0.013580246913580247
86,한미사이언스,8930,109500.0,62279874.0,876.0,10.56,0.42,76.9,6653.0,287.0,68196.46203,10.250482794228168,237.61833459930313,1.2054794520547945
87,삼진제약,5500,38200.0,13900000.0,17.6,2.8,1.83,221.86,2393.0,421.0,5309.8,2.2188884245716674,12.612351543942994,15.909090909090907
88,POSCO,5490,385000.0,87186835.0,24.62,0.73,2.08,105.42,530835.0,28443.0,335669.31475,0.632342092646491,11.801473640262984,2.9650690495532084
89,범양건영,2410,1900.0,23769595.0,-41.3,1.06,,108.38,1090.0,12.0,451.622305,0.4143323899082569,37.63519208333333,-2.566585956416465
90,파미셀,5690,6490.0,58408110.0,-540.83,4.0,,,278.0,19.0,3790.686339,13.635562370503596,199.50980731578946,-0.7396039420890113
91,동국제강,1230,11650.0,95432737.0,18.12,0.5,1.29,43.02,50066.0,2566.0,11117.9138605,0.2220651512104023,4.332780148285269,2.759381898454746
92,대원전선,6340,1135.0,68107171.0,40.54,1.0,,99.84,4224.0,72.0,773.01639085,0.18300577434895834,10.736338761805555,2.46669955599408
93,이수화학,5950,14400.0,15278000.0,19.12,0.71,3.47,75.94,15154.0,650.0,2200.032,0.14517830275834764,3.3846646153846156,3.7133891213389116
94,삼성증권,16360,40750.0,89300000.0,18.43,0.84,1.55,,44285.0,2117.0,36389.75,0.8217172857626736,17.18930089749646,4.557786218122626
95,삼영무역,2810,17000.0,16466623.0,11.43,0.97,1.62,569.15,2240.0,52.0,2799.32591,1.2496990669642858,53.83319057692308,8.486439195100612
96,한양증권,1750,7740.0,12728534.0,14.8,0.38,4.52,,1873.0,89.0,985.1885316,0.5259949447944474,11.069534062921349,2.5675675675675675
97,금호석유,11780,100000.0,30467691.0,45.72,1.72,0.8,37.74,39704.0,1571.0,30467.691,0.7673708190610518,19.393819859961805,3.762029746281715
98,유안타증권,3470,5030.0,199577436.0,34.22,1.0,,,14605.0,132.0,10038.7450308,0.6873498822868881,76.05109871818182,2.922267679719462
99,제일파마홀딩스,2620,34150.0,4345507.0,64.31,1.75,0.2,120.02,6173.0,94.0,1483.9906405,0.24040023335493277,15.787134473404254,2.7211942155185818
100,에이엔피,15260,818.0,48684868.0,7.18,0.58,,73.06,1036.0,12.0,398.24222024,0.3844036874903475,33.186851686666664,8.07799442896936
101,한창제지,9460,937.0,59667486.0,3.47,0.95,,144.33,1945.0,142.0,559.08434382,0.28744696340359893,3.937213688873239,27.37752161383285
102,넥센,5720,7540.0,53543977.0,4.13,0.5,1.0,107.25,3214.0,1091.0,4037.2158658,1.256134370192906,3.7004728375802016,12.106537530266344
103,삼성공조,6660,11150.0,8126314.0,11.76,0.45,0.81,389.22,847.0,19.0,906.084011,1.0697568016528927,47.68863215789474,3.826530612244898
104,세방전지,4490,34300.0,14000000.0,7.65,0.57,1.02,236.6,9598.0,743.0,4802.0,0.5003125651177328,6.462987886944818,7.450980392156861
105,진원생명과학,11000,7090.0,21174063.0,-7.98,3.44,,160.03,314.0,140.0,1501.2410667,4.781022505414012,10.723150476428572,-43.10776942355889
106,참엔지니어링,9310,2720.0,49189958.0,22.3,2.97,,152.21,1848.0,275.0,1337.9668576,0.7240080398268398,4.865334027636363,13.318385650224215
107,한국프랜지,10100,9440.0,6090084.0,4.44,0.25,2.65,77.13,11564.0,114.0,574.9039296,0.049714971428571425,5.043016926315789,5.63063063063063
108,코스모신소재,5070,15600.0,16277968.0,169.57,4.58,,16.19,1903.0,50.0,2539.363008,1.3343998991066737,50.787260159999995,2.700949460399835
109,덕성,4830,3990.0,15680000.0,23.2,0.94,1.13,149.07,1038.0,34.0,625.632,0.6027283236994219,18.400941176470585,4.051724137931034
110,신영증권,1720,61200.0,9386237.0,16.26,0.52,4.0,,19850.0,835.0,5744.377044,0.28938927173803525,6.879493465868263,3.198031980319803
111,유진투자증권,1200,4165.0,96866418.0,8.77,0.61,,,7152.0,613.0,4034.4863097,0.5641060276426175,6.581543735236542,6.955530216647662
112,유화증권,3460,15350.0,11340483.0,29.75,0.42,5.54,,189.0,63.0,1740.7641405,9.210392277777778,27.63117683333333,1.4117647058823528
113,대덕GDS,4130,22450.0,20575613.0,53.2,1.08,1.34,400.79,4632.0,49.0,4619.2251185,0.9972420376727115,94.26990037755101,2.030075187969925
114,한신기계,11700,4055.0,32446151.0,21.34,1.67,1.6,382.66,627.0,87.0,1315.69142305,2.098391424322169,15.122889920114941,7.825679475164011
115,코스모화학,5420,31650.0,14958444.0,-5.75,5.68,,17.71,2865.0,140.0,4734.347526,1.6524773214659685,33.81676804285714,-98.78260869565217
116,가온전선,500,22600.0,4160347.0,24.57,0.34,2.65,125.67,7494.0,168.0,940.238422,0.12546549532959703,5.596657273809524,1.3838013838013838
117,S-Oil,10950,110500.0,112582792.0,10.69,2.01,5.61,114.86,163218.0,16169.0,124403.98516,0.7621952551801885,7.693981394025604,18.802619270346117
118,한화테크윈,12450,33700.0,52600000.0,5.19,0.77,0.89,100.28,35189.0,1507.0,17726.2,0.5037426468498679,11.762574651625746,14.836223506743737
119,삼화전자,11230,6820.0,4757940.0,-89.74,4.22,,24.26,388.0,1.0,324.491508,0.8363183195876289,324.491508,-4.702473813238243
120,현대제철,4020,59100.0,133445785.0,9.63,0.48,1.27,49.72,166915.0,14450.0,78866.458935,0.4724947364526855,5.457886431487889,4.98442367601246
121,써니전자,4770,3035.0,29976480.0,75.88,2.51,,518.81,208.0,13.0,909.786168,4.373971961538461,69.98355138461538,3.3078545071164998
122,현대비앤지스틸,4560,11850.0,15078811.0,8.23,0.52,0.84,146.64,6608.0,363.0,1786.8391035,0.27040543333837774,4.922421772727272,6.318347509113001
123,사조오양,6090,13050.0,9422739.0,10.84,0.96,0.77,38.62,2791.0,224.0,1229.6674395,0.44058310265137945,5.489586783482143,8.856088560885608
124,한화투자증권,3530,3145.0,172442511.0,-2.33,0.68,,,15788.0,1929.0,5423.31697095,0.3435088023150494,2.811465511119751,-29.184549356223176
125,삼화전기,9470,25000.0,6613820.0,225.23,7.9,0.2,76.72,1996.0,38.0,1653.455,0.8283842685370741,43.511973684210524,3.507525640456423
126,SK증권,1510,1300.0,320117171.0,37.14,0.98,,,4671.0,79.0,4161.523223,0.8909276863626633,52.67750915189874,2.6386645126548194
127,평화홀딩스,10770,4065.0,14625466.0,9.89,0.41,3.69,55.89,5909.0,161.0,594.5251929,0.10061350362159417,3.692703061490683,4.145601617795753
128,일신석재,7110,1240.0,77456610.0,-42.76,1.91,,94.35,421.0,26.0,960.461964,2.2813823372921616,36.940844769230765,-4.466791393826005
129,동부제철,16380,10600.0,25000123.0,-2.64,2.14,,53.74,23280.0,1436.0,2650.013038,0.11383217517182131,1.845412979108635,-81.06060606060606
130,아이에스동서,10780,33750.0,30827281.0,4.6,1.15,2.96,124.09,17241.0,3048.0,10404.2073375,0.6034573016356359,3.4134538508858268,25.0
131,SH에너지화학,2360,1370.0,111133730.0,8.51,1.49,4.01,580.63,2184.0,241.0,1522.532101,0.6971300828754579,6.317560585062241,17.508813160987074
132,대한화섬,3830,113000.0,1328000.0,9.78,0.32,,30.28,1046.0,20.0,1500.64,1.4346462715105164,75.03200000000001,3.2719836400818
133,코리아써키트,7810,13000.0,23620751.0,-52.42,1.02,0.77,139.87,5453.0,160.0,3070.69763,0.563120783055199,19.1918601875,-1.945822205265166
134,신세계,4170,321000.0,9845181.0,13.91,0.98,0.39,24.43,29475.0,2514.0,31603.03101,1.0721978290076335,12.570815835322195,7.0452911574406905
135,OCI,10060,165000.0,23849371.0,16.25,1.23,0.24,79.84,27394.0,1214.0,39351.46215,1.4364993118931153,32.41471346787479,7.56923076923077
136,삼일제약,520,9730.0,5500000.0,60.43,0.94,1.54,103.31,968.0,39.0,535.15,0.5528409090909091,13.721794871794872,1.5555187820618896
137,인스코비,6490,2435.0,87470467.0,-31.62,6.23,,82.74,371.0,25.0,2129.90587145,5.7409861764150945,85.19623485800001,-19.70271979759646
138,일성신약,3120,118000.0,2660000.0,104.06,0.5,0.64,,675.0,25.0,3138.8,4.650074074074074,125.552,0.48049202383240436
139,현대건설,720,38050.0,111355765.0,7.41,0.67,1.31,157.02,188250.0,11590.0,42370.8685825,0.22507765515272243,3.6558126473252806,9.041835357624832
140,TCC동양,2710,1875.0,22342500.0,2.47,0.38,,73.14,4445.0,154.0,418.921875,0.09424564116985377,2.7202719155844157,15.384615384615383
141,에이프로젠제약,3060,4455.0,84628928.0,-92.81,4.48,,166.01,441.0,2.0,3770.2187424,8.549248848979591,1885.1093712,-4.827066048917143
142,F&F,7700,41200.0,15400000.0,20.99,2.8,0.85,111.86,4390.0,456.0,6344.8,1.4452847380410023,13.914035087719299,13.339685564554548
143,아남전자,8700,3075.0,77124820.0,83.11,3.36,,101.75,1676.0,49.0,2371.588215,1.4150287678997615,48.399759489795926,4.042834797256647
144,현대미포조선,10620,101500.0,20000000.0,58.7,0.94,,116.68,42196.0,2075.0,20300.0,0.4810882548108825,9.783132530120483,1.6013628620102214
145,GS건설,6360,29150.0,71675237.0,-80.3,0.62,,123.34,110356.0,1430.0,20893.3315855,0.1893266481704665,14.610721388461538,-0.772104607721046
146,삼아알미늄,6110,3220.0,11000000.0,35.0,0.34,2.33,54.9,1293.0,36.0,354.2,0.2739365815931941,9.838888888888889,0.9714285714285715
147,한국전자홀딩스,6200,820.0,46803136.0,-2.98,0.31,,94.43,1394.0,22.0,383.7857152,0.2753125647058824,17.44480523636364,-10.40268456375839
148,삼성SDI,6400,218000.0,68764530.0,69.94,1.37,0.69,142.35,52008.0,9263.0,149906.6754,2.882377238117213,16.183382856525963,1.958821847297684
149,삼성전기,9150,103500.0,74693696.0,544.74,1.84,0.73,97.17,60330.0,244.0,77307.97536,1.2814184545002485,316.83596459016394,0.33777581965708414
0,고려개발,4200,5630.0,21550000.0,-3.61,5.66,,52.12,6239.0,263.0,1213.265,0.194464657797724,4.613174904942966,-156.78670360110806
1,동부건설,5960,9750.0,20853553.0,1.55,0.81,,196.11,5855.0,161.0,2033.2214175,0.3472624111870196,12.628704456521739,52.25806451612903
2,KCTC,9070,2345.0,30000000.0,8.65,0.4,1.49,76.81,3498.0,137.0,703.5,0.20111492281303603,5.135036496350365,4.624277456647398
3,코오롱글로벌,3070,10300.0,25210438.0,35.52,0.5,1.46,62.82,31851.0,607.0,2596.675114,0.08152570135945497,4.277883219110379,1.4076576576576576
4,빙그레,5180,63700.0,9851241.0,21.84,1.08,1.96,376.43,8132.0,372.0,6275.240517,0.7716724688883424,16.868926120967743,4.945054945054945
