,기업명,종목코드,현재주가,상장주식수,PER,PBR,배당수익률 (%),당좌비율 (%)
1180,동신건설,025950,7360.0,8400000.0,10.65,0.8,1.36,300.59
1181,동화기업,025900,30450.0,14356756.0,12.8,0.76,0.99,56.64
1182,신라에스지,025870,5690.0,4000000.0,63.22,1.4,0,34.05
1183,케이씨피드,025880,2055.0,16715858.0,38.06,0.62,1.7,115.07
1184,한탑,002680,1935.0,20800000.0,50.92,0.8,0,62.31
1185,한국선재,025550,2735.0,24522254.0,26.81,0.79,3.66,67.1
1186,대성엘텍,025440,2030.0,99262148.0,101.5,4.09,0,69.17
1187,시노펙스,025320,5280.0,65517274.0,74.37,4.37,0,92.83
1188,PN풍년,024940,2700.0,10000000.0,15.43,0.82,0.93,155.23
1189,삼천리자전거,024950,9650.0,13273577.0,16.84,1.14,2.07,62.32
1190,보령메디앙스,014100,12750.0,11400000.0,55.92,3.55,0.07,70.92
1191,갑을메탈,024840,2525.0,31241496.0,16.95,1.16,0,76.47
1192,경창산업,024910,3405.0,17560000.0,7.69,0.42,2.06,40.08
1193,대륙제관,004780,6600.0,15903199.0,7.24,1.13,1.82,138.92
1194,동원개발,013120,4925.0,90808100.0,4.56,0.89,2.84,321.05
1195,세원물산,024830,6640.0,8350000.0,14.72,0.3,1.13,192.44
1196,이화전기,024810,380.0,368136860.0,-19.0,1.41,0,90.18
1197,케이피에프,024880,4800.0,14886642.0,16.11,0.52,3.12,82.61
1198,KB오토시스,024120,6470.0,11500000.0,5.21,0.97,4.64,91.37
1199,신원종합개발,017000,5850.0,10068027.0,25.88,1.19,0,144.47
