,기업명,종목코드,현재주가,상장주식수,PER,PBR,배당수익률 (%),당좌비율 (%),매출액 (억),영업이익 (억),1년 수익률 (PBR 0.5),1년 수익률 (PBR 2),1년 수익률 (PBR 유지)
64,이엘피,063760,26500.0,4905500.0,9.86,4.1,,279.08,309.0,114.0,,,
65,유비쿼스,264450,23600.0,5123955.0,,,,,,,,,
66,서진시스템,178320,39900.0,6248737.0,8.13,2.55,0.93,40.78,1659.0,244.0,,,
67,코미코,183300,24400.0,8775000.0,16.11,4.48,1.89,125.78,940.0,177.0,0.5335856378987955,0.8470144029156708,1.1082561110487819
68,아스타,246720,26200.0,9402523.0,-37.01,48.97,,281.97,2.0,52.0,,,
69,대신밸런스제4호스팩,262830,1985.0,5010000.0,,,,,,,,,
70,에스디생명공학,217480,21000.0,22064400.0,17.63,7.42,,271.9,1047.0,281.0,,,
71,신신제약,002800,12150.0,15170500.0,31.31,4.17,0.28,155.5,581.0,55.0,0.5239756357019717,0.831759475319016,1.0625917591383702
72,에프엔에스테크,083500,7470.0,6625485.0,4.6,1.63,,86.55,646.0,90.0,,,
73,모바일어플라이언스,087260,10150.0,15000000.0,29.59,6.92,1.64,154.76,622.0,50.0,,,
74,신한제3호스팩,257730,2095.0,3505000.0,,,,,,,,,
75,피씨엘,241820,14850.0,8921164.0,-44.73,14.67,,499.87,6.0,24.0,,,
76,서플러스글로벌,140070,8850.0,18494000.0,8.81,2.25,0.79,46.88,1001.0,196.0,,,
77,유바이오로직스,206650,7820.0,24449486.0,-23.0,48.27,,35.24,48.0,69.0,,,
78,엔에이치스팩11호,256840,1975.0,6830000.0,,,,,,,,,
79,퓨전데이타,195440,10550.0,8408250.0,68.06,4.74,,181.21,282.0,43.0,,,
80,DSC인베스트먼트,241520,6530.0,17500000.0,83.72,7.14,,,43.0,14.0,,,
81,티에스인베스트먼트,246690,4195.0,22421004.0,69.92,4.53,,,40.0,14.0,,,
82,마이크로프랜드,147760,9270.0,10819866.0,17.33,2.34,,319.7,448.0,54.0,,,
83,현성바이탈,204990,5850.0,31650123.0,17.46,2.84,3.02,924.81,286.0,79.0,0.7271637014486676,1.1543004246327047,1.2974231323074827
84,애니젠,196300,28600.0,4990765.0,-73.33,6.14,,,42.0,11.0,,,
85,유니온커뮤니티,203450,3795.0,14679007.0,8.81,1.84,,267.5,406.0,51.0,,,
86,신라젠,215600,110100.0,68073447.0,-75.88,32.97,,326.34,53.0,468.0,,,
87,IBKS제5호스팩,254120,2010.0,4500000.0,,,,,,,,,
88,오션브릿지,241790,11250.0,9124980.0,11.84,3.32,,630.2,350.0,69.0,,,
89,퓨쳐켐,220100,30050.0,5622139.0,-4.31,5.36,,,16.0,39.0,,,
90,뉴파워프라즈마,144960,30150.0,8250337.0,17.35,2.45,0.43,256.68,674.0,126.0,,,
91,엘앤케이바이오,156100,12450.0,9926362.0,80.32,2.36,,177.44,344.0,24.0,,,
92,에이치엔티,176440,3850.0,13402200.0,6.18,0.97,,127.75,2014.0,95.0,,,
93,핸디소프트,220180,6850.0,7463009.0,25.56,1.41,,291.34,369.0,19.0,,,
94,SK3호스팩,232330,2015.0,3600000.0,,,,,,,,,
95,클리오,237880,34800.0,16948095.0,25.76,4.41,1.72,186.23,1936.0,257.0,,,
96,오가닉티코스메틱,900300,3330.0,56925000.0,4.45,1.06,1.63,552.85,1606.0,434.0,,,
97,로고스바이오,238120,13800.0,3594724.0,-25.75,2.03,,,47.0,16.0,,,
98,세화피앤씨,252500,5900.0,19043195.0,65.56,7.88,,68.83,292.0,23.0,,,
99,인크로스,216050,25600.0,7885652.0,27.21,4.02,,191.79,315.0,90.0,,,
100,에이치엘사이언스,239610,36800.0,5142148.0,25.68,3.77,,914.29,344.0,68.0,,,
101,코스메카코리아,241710,66000.0,5340000.0,24.46,3.36,,237.56,1652.0,131.0,,,
102,GRT,900290,3520.0,67375000.0,4.54,0.81,2.05,403.99,2387.0,591.0,,,
103,골든센츄리,900280,1835.0,29800000.0,5.45,1.25,1.95,911.68,910.0,248.0,,,
104,인텔리안테크,189300,15750.0,7217437.0,15.28,1.78,0.63,260.57,778.0,74.0,,,
105,에이치시티,072990,10050.0,4579934.0,7.53,1.07,,282.61,282.0,49.0,,,
106,잉글우드랩,950140,6380.0,19867866.0,-319.0,1.65,,459.76,792.0,70.0,,,
107,앤디포스,238090,8360.0,15068965.0,7.12,1.56,4.78,,706.0,168.0,0.940262254499964,1.4925732919192338,1.3739382057297433
108,수산아이앤티,050960,10000.0,6751000.0,10.49,1.0,1.25,,163.0,56.0,0.8932277468751227,1.4179106650367543,1.1253964406381367
109,미투온,201490,11100.0,31007770.0,88.1,7.35,,,170.0,30.0,,,
110,케이비제10호스팩,250930,2005.0,5210000.0,,,,,,1.0,,,
111,유니테크노,241690,17300.0,11927520.0,2.26,4.15,,271.46,683.0,125.0,,,
112,모비스,250060,1875.0,28230427.0,69.44,7.94,,,46.0,7.0,,,
113,교보비엔케이스팩,242040,1980.0,7110000.0,,,,,,1.0,,,
114,자이글,234920,6630.0,13530910.0,7.35,1.09,4.53,625.63,1020.0,131.0,1.0671063809469694,1.6939257916771975,1.383650957797095
115,헝셩그룹,900270,2245.0,80000000.0,5.14,0.89,2.32,324.81,1992.0,385.0,,,
116,에코마케팅,230360,19700.0,8128571.0,21.82,2.28,1.07,762.32,166.0,68.0,,,
117,팍스넷,038160,10900.0,11077521.0,28.76,2.87,,788.82,222.0,39.0,,,
118,엔지스테크널러지,208860,22850.0,3127180.0,230.81,7.64,,233.22,37.0,3.0,,,
119,우리손에프앤지,073560,2590.0,69237643.0,11.77,1.33,,50.25,1867.0,272.0,,,
120,옵토팩,123010,4220.0,4972409.0,-47.95,1.64,,81.93,288.0,,,,
121,장원테크,174880,8140.0,6045000.0,13.26,0.76,2.46,97.62,1012.0,51.0,0.9885588648853753,1.5692393820515338,1.1366246341409103
122,대유위니아,071460,3510.0,35967295.0,42.8,1.29,,69.38,4467.0,78.0,,,
123,바이오리더스,142760,13550.0,15905310.0,-26.99,9.59,,535.6,25.0,60.0,,,
124,피앤씨테크,237750,8830.0,6496600.0,9.18,1.12,,819.04,281.0,57.0,,,
125,로스웰,900260,2100.0,90781250.0,5.24,1.02,2.24,483.47,1612.0,360.0,,,
126,녹십자랩셀,144510,78500.0,10554054.0,323.05,17.23,0.1,972.02,424.0,20.0,0.34483801506131667,0.5473962278669599,1.1221568398134134
127,에스티팜,237690,43200.0,18656000.0,11.59,2.57,1.16,259.36,2004.0,776.0,,,
128,알엔투테크놀로지,148250,11100.0,6328942.0,54.15,3.34,0.45,383.6,120.0,11.0,0.5719835117380224,0.9079672282414017,1.077231383146198
129,한국4호스팩,240540,2000.0,5500000.0,,,,,,,,,
130,미래에셋제5호스팩,239340,2015.0,4800000.0,,,,,,1.0,,,
131,휴온스,243070,101400.0,6190011.0,29.89,7.35,,110.14,1690.0,215.0,,,
132,원익IPS,240810,33350.0,41273436.0,60.42,6.29,,148.08,2441.0,287.0,,,
133,레이언스,228850,21450.0,16591014.0,22.65,2.11,1.4,542.08,985.0,180.0,0.6955262360942835,1.1040790788475479,1.1239603746611486
134,씨엠에스에듀,225330,10400.0,18622768.0,23.16,4.39,2.88,91.92,585.0,110.0,,,
135,동양파일,228340,5300.0,20000000.0,3.54,0.74,4.72,205.74,1209.0,384.0,1.0518308654166981,1.669677422255088,1.1986704964790602
136,팬젠,222110,17800.0,9615781.0,-29.72,4.56,,,15.0,73.0,,,
137,AP위성,211270,8920.0,15014804.0,19.31,1.52,,,249.0,16.0,,,
138,하이에이아이1호스팩,235010,1980.0,4950000.0,,,,,,,,,
139,솔트웍스,230980,3375.0,9057520.0,-13.29,3.46,,691.48,83.0,6.0,,,
140,케이비제9호스팩,232270,1990.0,13815700.0,,,,,,1.0,,,
141,큐리언트,115180,37600.0,7566192.0,-11.11,-6.2,,,2.0,66.0,,,
142,안트로젠,065660,67500.0,7953631.0,1350.0,14.81,,,49.0,1.0,,,
143,슈프리마,236200,24900.0,7080273.0,15.85,2.0,,915.68,422.0,108.0,,,
144,아이엠텍,226350,3040.0,19068150.0,-2.98,1.31,,151.51,811.0,3.0,,,
145,유니트론텍,142210,7320.0,9931950.0,9.91,2.26,2.05,188.3,1484.0,85.0,,,
146,크리스탈신소재,900250,2400.0,67783852.0,6.14,0.8,2.66,882.7,650.0,322.0,1.011004076451422,1.6048689345031255,1.18247754117979
147,한솔씨앤피,221610,9030.0,3993673.0,6.13,0.93,5.54,188.63,554.0,62.0,0.9411604649516297,1.4939991121350968,1.1574475598558263
148,에스와이패널,109610,7050.0,24100000.0,85.98,3.02,,56.63,3061.0,92.0,,,
149,코디엠,224060,977.0,122798622.0,-10.62,4.16,,89.37,443.0,40.0,,,
